region,Group,details
northern-africa,Khartoum Neolithic,"['Secondary source: Single source', '3750 BCE - 1600 BCE', 'Religious Group, African Religions, Egyptian Religions']"
northern-africa,La Mosquée de Yousif Sahib at-Tabi' جامع يوسف صاحب الطابع,"['1808 CE - 2022 CE', 'Religious Group, Religious Place, Tunisia, North Africa, Mosque, Islamic Traditions']"
northern-africa,Le Parti du Mouvement de La Nahda حزب حركة النهضة,"['1981 CE - 2023 CE', 'Religious Group, Reform Movement, Islamic Traditions, militant group']"
northern-africa,L’esprit libéral du Coran,"['1905 CE - 1956 CE', 'Religious Group, Text, Islamic Theology, Islamic Traditions']"
northern-africa,Lion Temple (Apedemak Temple) at Musawwarat es-Sufra,"['235 BCE - 300 CE', 'Religious Place, Religious Group, Temple, Meroitic religion, Archaeological monument, Monument']"
northern-africa,Maqam Sidi bil Hasan ash-Shadhili,"['1815 CE - 2023 CE', 'Religious Group, Religious Place, Sacred mountain, Sacred Territory, Sufi, Tunisia, Tomb, North Africa, Islamic Traditions, Mysticism, Sufi Order']"
northern-africa,North African Proto-Historic,"['Secondary source: Single source', '2050 BCE - 1050 BCE', 'Religious Group, African Religions']"
northern-africa,Old Kingdom Religion at Abydos,"['2750 BCE - 2150 BCE', 'Religious Group, African Religions, Egyptian Religions']"
northern-africa,Otoro Nuba,"['Secondary source: Multiple References', 'Data source: eHRAF', '1910 CE - 1945 CE', 'Religious Group, African Religions']"
northern-africa,Pachomian Monasticism,"['323 CE - 548 CE', 'Religious Group, Early Christianity']"
northern-africa,Pre-Dynastic Lower Egypt,"['Secondary source: Single source', '5050 BCE - 3050 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Ptolemaic Egypt - Egyptian Religion,"['304 BCE - 30 BCE', 'Religious Group, African Religions']"
northern-africa,"Quarrying Cult at Simitthus (Chemtou, Tunisia)","['150 BCE - 299 CE', 'Religious Group, Religious Place, Animist, Ancient Mediterranean, Roman Religious Traditions, Industrial Site (religiously affected), North Africa, Nature Sanctuaries']"
northern-africa,Religion in Greco-Roman Egypt,"['305 BCE - 284 CE', 'Religious Group, Egyptian Religions, Hellenistic Religions, Greek Cult, Greek Religions']"
northern-africa,Riffians,"['Data source: eHRAF', '1900 CE - 1930 CE', 'Religious Group, Islamic Traditions']"
northern-africa,Sethian Gnostic,"['100 CE - 400 CE', 'Religious Group, Christian Traditions, Roman Religions, Heresy, Abrahamic']"
northern-africa,Tafattuq al-aḥkām,"['1890 CE - 1956 CE', 'Religious Group, Text, Islamic Theology, Islamic Traditions']"
northern-africa,Tariqa Shadhiliyya,"['1258 CE - 2020 CE', 'Religious Group, Islamic Traditions, Sufi']"
northern-africa,Teda,"['Secondary source: Multiple References', 'Data source: eHRAF', '1935 CE - 1960 CE', 'Religious Group, Islamic Traditions']"
northern-africa,Temple of Hatshepsut at Deir el-Bahri,"['1473 BCE - 348 CE', 'Religious Group, Religious Place, Temenos, Temple, Egyptian Religions, Archaeological monument, Religious Complex']"
northern-africa,The Abydos Temple of Khentiamentiu,"['2750 BCE - 2150 BCE', 'Religious Place, Religious Group, Temple, Egyptian Religions, Religious Complex']"
northern-africa,The Great Temple at Abu Simbel,"['1279 BCE - 1968 CE', 'Religious Place, Religious Group, Temple, Egyptian Religions']"
northern-africa,The Royal Cache - Theban Tomb 320,"['1069 BCE - 945 BCE', 'Religious Group, African Religions, Egyptian Religions']"
northern-africa,The Small Temple at Abu Simbel,"['1279 BCE - 1968 CE', 'Religious Place, Religious Group, Egypt, Egyptian Religions']"
northern-africa,The Temple Complex at Jebel Barkal,"['Expert source: Timothy Kendall', '1500 BCE - 300 CE', 'Religious Place, Religious Group, Temple, Egyptian Religions, African Religions']"
northern-africa,The Temple of Millions of Years of Thutmose III,"['Expert source: Myriam Seco', '1470 BCE - 1213 BCE', 'Religious Place, Religious Group, Temple, Egyptian Religions, African Religions, Egypt']"
northern-africa,The Tomb of Khnumhotep I at Beni Hassan,"['1992 BCE - 1956 BCE', 'Religious Group, Religious Place, African Religions, Tomb, Egyptian Religions']"
northern-africa,Theurgy,"['150 CE - 529 CE', 'Religious Group, Hellenistic Religions, Syncretic Religions, Roman Religious Traditions, Rome, Greek Religions']"
northern-africa,Tomb of Nefermaat and Itet (Meidum 16),"['2613 BCE - 2589 BCE', 'Religious Place, Religious Group, Egyptian Religions, African Religions, Tomb']"
northern-africa,Tomb of Tutankhamun (KV 62),"['1334 BCE - 1325 BCE', 'Religious Place, Religious Group, Tomb, Egyptian Religions']"
northern-africa,Tunisian Women's Associations,"['1936 CE - 1962 CE', 'Religious Group, Islamic Traditions']"
northern-africa,Upper Egypt: Alexander and the Ptolemies,"['Expert source: Rachel Lindsey', '332 BCE - 30 BCE', 'Religious Group, Egyptian Religions, Greek Religions']"
northern-africa,Upper Egypt: Archaic/Early Dynastic Period,"['3150 BCE - 2686 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Upper Egypt: First Intermediate Period,"['2181 BCE - 2055 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Upper Egypt: Late Period,"['664 BCE - 332 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Upper Egypt: Middle Kingdom,"['2055 BCE - 1650 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Upper Egypt: New Kingdom,"['1550 BCE - 1069 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Upper Egypt: Old Kingdom,"['2686 BCE - 2181 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Upper Egypt: Roman Egypt,"['30 BCE - 390 CE', 'Religious Group, Christian Traditions, Egyptian Religions, Hellenistic Religions, Greek Religions, Roman Religious Traditions, Jewish Traditions']"
northern-africa,Upper Egypt: Second Intermediate Period,"['1650 BCE - 1550 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Upper Egypt: Third Intermediate Period,"['1069 BCE - 664 BCE', 'Religious Group, Egyptian Religions']"
northern-africa,Zaouia Sidi Abi Sa'id al-Baji زاوية أبي سعيد الباجي,"['1156 CE - 2022 CE', 'Religious Group, Religious Place, Sufi, Tunisia, North Africa, Islamic Traditions, Mysticism, Sufi Order']"
northern-africa,Zaytuna Magazine/ المجلة الزيتونية,"['1936 CE - 1955 CE', ""Religious Group, Text, Scripture, African Religion, Hadith, Shari'a, Islamic Traditions, Sacred Law""]"
northern-africa,جامع عقبة بن نافع La Mosquée de 'oqba ibn Nafi',"['670 CE - 2022 CE', 'Religious Group, Religious Place, Tunisia, North Africa, Arabian Religions, Islamic Traditions']"
southern-africa,Contemporary West African Vodun,"['1960 BCE - 2022 CE', 'Religious Group, African Religions, Animist']"
southern-africa,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
southern-africa,!Kung,"['Secondary source: Multiple References', 'Data source: eHRAF', '1925 CE - 1960 CE', 'Religious Group, African Religions']"
southern-africa,Nama Hottentot,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1900 CE', 'Religious Group, African Religions']"
southern-africa,Sub Saharan Africa Pentecostalism,"['1907 CE - 2022 CE', 'Religious Group, African Religions']"
southern-africa,Tsonga,"['Secondary source: Multiple References', 'Data source: eHRAF', '1880 CE - 1910 CE', 'Religious Group, African Religions']"
southern-africa,Unitarian Universalism,"['1825 CE - 2020 CE', 'Religious Group, Liberal Religion, Secularism, American Christianity, North American Religions, Protestantism']"
southern-africa,Wilton,"['Secondary source: Single source', '8050 BCE - 50 BCE', 'Religious Group, African Religions']"
western-africa,Al-manhaj al-farîd fî ma'rifat 'ilm al-tawhîd.,"['1650 CE - 1850 CE', 'Religious Group, Text, Creed, Islamic Traditions']"
western-africa,Ashanti,"['Secondary source: Multiple References', 'Data source: eHRAF', '1880 CE - 1910 CE', 'Religious Group, African Religions']"
western-africa,Bambara,"['Secondary source: Multiple References', 'Data source: eHRAF', '1890 CE - 1923 CE', 'Religious Group, Islamic Traditions, Syncretic Religions, African Religions']"
western-africa,Contemporary West African Vodun,"['1960 BCE - 2022 CE', 'Religious Group, African Religions, Animist']"
western-africa,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
western-africa,Igbo,"['Secondary source: Multiple References', 'Data source: eHRAF', '1910 CE - 1940 CE', 'Religious Group, African Religions, Syncretic Religions']"
western-africa,Mende,"['Secondary source: Multiple References', 'Data source: eHRAF', '1920 CE - 1950 CE', 'Religious Group, African Religion']"
western-africa,Mourides (Muridiyya),"['1853 CE - 2022 CE', 'Religious Group, African Religion, Sufi']"
western-africa,Muridiyya of Senegal,"['1853 CE - 2022 CE', 'Religious Group, Sufi']"
western-africa,Sokoto,"['1804 CE - 1903 CE', 'Religious Group, Millenarianism, Reform Movement, Sufi, Abrahamic, Apocalyptic Movements, Islamic Traditions, militant group, Mysticism']"
western-africa,Sub Saharan Africa Pentecostalism,"['1907 CE - 2022 CE', 'Religious Group, African Religions']"
western-africa,Tallensi,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1940 CE', 'Religious Group, African Religions']"
western-africa,Wolof,"['Data source: eHRAF', '1925 CE - 1955 CE', 'Religious Group, Islamic Traditions']"
al-qadisiyah,Household religion at Ur,"['2000 BCE - 1800 BCE', 'Religious Group, Mesopotamian Religions']"
al-qadisiyah,Religion at Nippur in the Ur III period,"['2100 BCE - 2000 BCE', 'Religious Group, Mesopotamian Religions, Sumerian religions, Middle Bronze Age, Near East']"
algeria,"كتاب"" المقدّمة ""لابن خلدون livre Mou qaddîma d'Abd Al Rahman Ibn Khaldoun","['1332 CE - 1406 CE', ""Religious Group, Text, فقه, Islamic Theology, Rule Text, Religious History, Shari'a, Islamic Traditions, Fiqh""]"
amdo,Amdo Gelukpa,"['1400 CE - 2000 CE', 'Religious Group, Tibetan Buddhism, Tantric Buddhism, Buddhist Traditions']"
amdo,Tibetan Nonsectarianism (ris med),"['1840 CE - 1920 CE', 'Religious Group, Mahayana Buddhism, Buddhist Traditions, Tibetan Buddhism']"
anatolia,Arsenites,"['1265 CE - 1310 CE', 'Religious Group, Christianity, Byzantine, Asia Minor, Orthodoxy']"
anatolia,Cult of Thecla,"['150 CE - 600 CE', 'Religious Group, Ancient Mediterranean, Hellenistic Religions, Asia Minor, Greek Cult, Greek Religions, Anatolian Religions']"
anatolia,Great Temple of Hattusa,"['1600 BCE - 1180 BCE', 'Religious Group, Religious Place, Temple, Archaeological Site, Anatolian Religions, Asia Minor, Religious Complex']"
anatolia,Pre-Pottery Neolithic in the Near East,"['9700 BCE - 6600 BCE', 'Religious Group, Prehistoric Religion, Neolithic, Near East, Anatolian Religions']"
anatolia,Religion in the Old Assyrian Period,"['1972 BCE - 1718 BCE', 'Religious Group, Mesopotamian Religions, Religious Practice, Anatolian Religions, Assyrian Religions']"
anatolia,Temple-Church of Aphrodisias,"['450 CE - 1199 CE', 'Religious Group, Religious Place, Cathedral, Archaeological Site, Early Christianity, Early Christianity, Abrahamic, Ancient Mediterranean, Christian Traditions, Greek Religions, Temple Buildings and Temple Cult, Temple Buildings and Temple Cult, Religious Complex, Graeco-Roman, Aegean, Asia Minor, Temple, Basilica, Archaeological monument']"
anatolia,The Autobiography of Adad-guppi,"['649 BCE - 539 BCE', 'Religious Group, Text, Mesopotamian Religions, Ancient Mediterranean, Babylonian Text, Religious History, Mortuary text, Ancient Syrian Religion, Ritual text, Inscription, Excavated text']"
anatolia,Yazılıkaya Hittite Rock Sanctuary,"['1500 BCE - 1200 BCE', 'Religious Place, Religious Group, Open-Air Sanctuary, Anatolian Religions, Archaeological monument']"
antioch,The Didache,"['Secondary source: Multiple References', '50 CE - 110 CE', 'Religious Group, Text, Early Christianity, Koine Greek Text']"
arabian-gulf,In the Shade of the Qur'an في ظلال القرآن,"['1951 CE - 2023 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Theology, Islamic Traditions, Fiqh""]"
arabian-gulf,Le Livre de al-'Ibana 'an 'Usul al-Diyana de al-Ash'ari كتاب الإبانة عن أصول الديانة للأشعري,"['874 CE - 936 CE', 'Religious Group, Text, Islamic Theology, Hadith, Islamic Traditions']"
arabian-gulf,Middle-Class Migrant Muslims in the UAE,"['1900 CE - 2020 CE', 'Religious Group, Islamic Traditions']"
arabian-gulf,Nestorian Christianity,"['431 CE - 1500 CE', 'Religious Group, Nestorianism']"
arabian-gulf,الإباضية Al-Ibadia,"['708 CE - 2023 CE', 'Religious Group, Islamic Traditions, Maghreb Religions']"
arabian-peninsula,In the Shade of the Qur'an في ظلال القرآن,"['1951 CE - 2023 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Theology, Islamic Traditions, Fiqh""]"
arabian-peninsula,Khazneh (Petra),"['100 BCE - 200 CE', 'Religious Group, Religious Place, Temple, Ancient Mediterranean, Tomb, Graeco-Roman, Near East, Jordan, Polytheistic, Mausoleum, Monument, Nabataea']"
arabian-peninsula,Najran,"['500 CE - 575 CE', 'Religious Group, Religious Place, Arabia, Archaeological Site, Early Christianity, Abrahamic']"
arabian-peninsula,Petra Great Temple,"['100 BCE - 200 CE', 'Religious Group, Religious Place, Temple, Roman Religions, Arabian Religions, Rome, Jordan, Nabataea']"
arabian-peninsula,Religion in Nabataea,"['300 BCE - 450 CE', 'Religious Group, Ancient Mediterranean, Tomb, Petra, Nabataea, Arabian Religions']"
asia,Alchi temple complex,"['950 CE - 1500 CE', 'Religious Group, Religious Place, Tibetan Buddhism, Temple, shrines, South Asian Religion, Buddhist Traditions, Religious Practice, Monument, Religious Complex, Tantric Buddhism']"
asia,Amdo Gelukpa,"['1400 CE - 2000 CE', 'Religious Group, Tibetan Buddhism, Tantric Buddhism, Buddhist Traditions']"
asia,Anglican Church of Korea,"['1890 CE - 2021 CE', 'Religious Group, Christianity of the global South, Abrahamic, Korean Religions, Protestantism']"
asia,‘Ara’is al-Majalis fi Qasas al-Anbiya' عَرَائِسُ الْمَجَالِسِ فِي قَصَصِ الْأَنْبِيَاءِ,"['1036 CE - 2022 CE', 'Religious Group, Text, Arabian Religions, Hadith, Universal Chronicle, Islamic Traditions, Fiqh']"
asia,Batak Traditional Religions,"['1600 CE - 2020 CE', 'Religious Group, Southeast Asian Religions, Shamanism, Syncretic Religions, Indic Religious Traditions']"
asia,Bishnoi,"['1400 CE - 2022 CE', 'Religious Group, Hinduism']"
asia,Buginese Muslims,"['1500 CE - 2004 CE', 'Religious Group, Islamic Traditions']"
asia,Butonese Muslims,"['1500 CE - 2002 CE', 'Religious Group, Islamic Traditions']"
asia,Chishti Sufis,"['Supervised by: Stephen Christopher', '1200 CE - 2020 CE', 'Religious Group, Sufi, Islamic Traditions, South Asian Religion, Indic Religious Traditions']"
asia,Chongyang Lijiao Shiwu Lun 重陽立教十五論,"['1200 CE - 2021 CE', 'Religious Group, Text, Daoist text, Daoism, Quanzhen, Yellow and Yangzi Rivers Region']"
asia,Defense of Icon Veneration by John of Damascus,"['726 CE - 730 CE', 'Religious Group, Text, Orthodoxy, Christian Traditions, Byzantine text']"
asia,Entry,"['0 CE - 2023 CE', 'Religious Group, Esoterics, Sufi Order']"
asia,Gilyak,"['Secondary source: Multiple References', 'Data source: eHRAF', '1865 CE - 1900 CE', 'Religious Group, Animist']"
asia,Haroi,"['1470 CE - 2019 CE', 'Religious Group, Animist, Vietnam, Vietnamese Religions']"
asia,Iban,"['Secondary source: Multiple References', '1841 CE - 1989 CE', 'Religious Group, Southeast Asian Religions']"
asia,Islam in Aceh,"['1500 CE - 2020 CE', 'Religious Group, Abrahamic, Southeast Asian Religions, Islamic Traditions']"
